Angle,Force,Force_smooth
0.0,6.999957125393911e-05,6.999957125393911e-05
0.11458920040156034,0.00010999833628774537,8.333249293187454e-05
0.22917587995141908,0.00029999156285594034,0.00015555218290656315
0.37240428823386146,0.000399980001499875,0.0002370281224376671
0.4869819451894753,0.00047996544373203213,0.0003180072295357888
0.5729116294134688,0.0008099261988375433,0.00048198021930304026
0.6874790624798073,0.0009298883038758424,0.000631282914160641
0.8306782604383285,0.0010798250825038039,0.0007807969702750287
0.9452284287254791,0.0011997600719760085,0.0009204513375086887
1.088403150737271,0.001799544547922167,0.0012134824076465147
1.202931423433043,0.00195941201968815,0.0014621256116603932
1.3174484796702695,0.00211925600682898,0.001681169076716589
1.4605776357402689,0.002898781318629425,0.0020870398240208678
1.5750661171076485,0.003718213827280939,0.002630764491774225
1.6895404164493333,0.0039578455394960145,0.0030731248410148216
1.775386285885458,0.004137538379739804,0.003427929353923149
1.9184428253415418,0.005176457926409442,0.004010772211418581
2.0328691148835123,0.005455852400774571,0.004492465607870578
2.147277582469075,0.006554493261648646,0.005179808159129934
2.2616673201366626,0.006873648246937602,0.00574442152173249
2.4046267715026453,0.008181535466759897,0.006556792836741626
2.5189710518228803,0.008540370822563462,0.007217985498682238
2.633293657749441,0.009887893505915651,0.008107954834426709
2.7190208446024076,0.01018676072093301,0.00880089012992881
2.8618702320388945,0.01175319173225423,0.009784990664037284
2.976122395942317,0.012191238405442775,0.010587073244505781
3.0903492766176677,0.013777243289009918,0.011650463259340493
3.204549974757056,0.014254789533801342,0.01251857201749411
3.347262660218266,0.016089106397779017,0.013708750144255747
3.4614011660701784,0.01660602561376257,0.014674508634091355
3.5755105754453846,0.018439881579406146,0.015929632949196287
3.718105058834354,0.01913515906459918,0.016998141654330584
3.8036385312597627,0.02094873830997416,0.018315007206211778
3.9176552945391583,0.02154422954210934,0.019391414651510966
4.060130212622667,0.023774115151535897,0.020852314818185943
4.174072236507605,0.02593422392243273,0.02254628451960154
4.287979602355296,0.026608142898017162,0.023900237312406748
4.430313724964027,0.029064808776943202,0.0256217611339189
4.54413987999539,0.029777607075969614,0.02700704311460247
4.657928509584662,0.03049005291833214,0.02816804638251236
4.743244827109516,0.032747715020061005,0.02969460259502858
4.970646583974779,0.03425002787184803,0.031213077687301728
4.999060468834079,0.03443770466340535,0.032287953346002936
5.1126902289655,0.03704016466777344,0.033872023786593104
5.226278089123196,0.03782967701056827,0.03519124152791816
5.339823180124835,0.04054968065789041,0.03697738790457558
5.4816930788435965,0.04158465772938627,0.038513144512845814
5.595138771707684,0.04241208982694669,0.039812792950879444
5.70853888457009,0.04529802441847254,0.04164120344007714
5.7935585396588465,0.04594740920175804,0.04307660536063745
5.935198930737168,0.04702904089225634,0.044394083871177076
6.048457149699476,0.047893726686975356,0.045560631476443174
6.161666360049421,0.048757851297882786,0.046626371416923044
6.30310765752949,0.049837203234592786,0.04769664868947963
6.416203488461207,0.050700030035283936,0.04869777580474773
6.557500379799054,0.05413126258525501,0.050508938064916825
6.670478546817132,0.05503190143116605,0.052016592520333235
6.783403050635666,0.055931898665405516,0.05332169456869067
6.868060707553532,0.05660646959541575,0.05441661957759903
7.009087717391585,0.057729928861405745,0.05552105600553461
7.206377719045605,0.05930100591712563,0.05678103930939828
7.23454770272076,0.06211333009370606,0.05855846957083421
7.375343147054724,0.06328274922430058,0.060133229455323
7.487913360453249,0.06689318812624014,0.06238654901229538
7.600423889946672,0.06786607157409999,0.06421305653289693
7.712873915995398,0.07159169717839188,0.06667260341472858
7.853350121516638,0.0756563485899378,0.06966718513979833
7.965661032646998,0.07670426765912393,0.07201287931290687
8.049852819455873,0.08035961386151683,0.07479512416244352
8.16205269172707,0.07853599303078448,0.07604208045189051
8.274188004684536,0.07958145542853315,0.07722187211077139
8.414265136937566,0.08088699691553687,0.07844358037902656
8.52625226146355,0.0849648464086339,0.08061733572222901
8.63817222905568,0.08604590802828241,0.08242685982424681
8.777976541413869,0.08739584948141298,0.08408318970996888
8.889742511372699,0.08531487059760336,0.08449375000584704
8.973521276110201,0.08609445854051902,0.08502731951740437
9.11306449985539,0.08739254297789498,0.08581572733756791
9.224618955581697,0.08842989271548495,0.08668711579687359
9.336101349009786,0.08946623745006092,0.08761348968126938
9.447510906648532,0.09050156672428923,0.08857618202894267
9.58666925520649,0.09179428448467139,0.08964888284751892
9.697912120931344,0.09282729102646725,0.0907083522405017
9.80907965935523,0.09733551697009214,0.09291740715036519
9.94793199641123,0.10219568266785935,0.09601016565619658
10.031185719043481,0.10302515883423478,0.09834849671554266
10.142122731024987,0.10772080520054203,0.10147259954387579
10.280683734681297,0.11278618375880833,0.10524379428218664
10.391443419664181,0.117640783867506,0.10937612414395977
10.502123084752023,0.11885580208373657,0.11253601679055204
10.612721991515732,0.12382166230601518,0.11629789862903976
10.750855939268591,0.12538423643619956,0.11932667789809304
10.86127045800869,0.1304700794261441,0.12304114507411007
10.944026829980894,0.1314338674012325,0.1258387191831509
11.054295389201696,0.1366210982427929,0.12943284553636492
11.192012319794324,0.1382708746994173,0.13237885525738238
11.302089976018806,0.13958897319018432,0.1347822279016497
11.412081625969227,0.14090552719094274,0.1368233276647474
11.52198656065264,0.14222052458089693,0.1386223933034639
11.659244711498356,0.14386206400048968,0.1403689502024725
11.768951963618585,0.14517351512039994,0.14197047184178166
11.851174038345674,0.14615605709746665,0.14336566692701
11.960725095741296,0.14746470846500975,0.14473201410634326
12.097536986474251,0.1490982488243077,0.1461874256789981
12.206884117951121,0.15040324787258386,0.14759269974352668
12.343438937122484,0.15637596297716444,0.15052045415473927
12.452578690448844,0.15771443103593089,0.15291844644846983
12.56162517895942,0.15905118379026084,0.15496269222906683
12.697801116419965,0.16071969496618757,0.15688169314144043
12.80663531723567,0.16205254611037337,0.15860531079775142
12.915374091627799,0.1633836446625895,0.16019808875269745
12.996865153558273,0.16438081164540883,0.16159232971693457
13.13256273773549,0.16604053893336979,0.163075066122413
13.295198871346187,0.1680285257822334,0.16472621934235313
13.349361847264973,0.16869028854794224,0.16604757574421616
13.45761371576555,0.16528988837392922,0.16579501328745386
13.592788824890656,0.16212579596378127,0.16457194084622967
13.700816360059497,0.15856561209451592,0.1625698312623251
13.808743168239113,0.16461372466593713,0.16325112906352912
13.889621796753275,0.16554489688070373,0.16401571833592066
14.02429211162714,0.1670946509742053,0.16504202921534888
14.131913010953866,0.17328341839933256,0.16778915894334345
14.23943071155309,0.1745558049150339,0.1700447076005736
14.346844605659888,0.1758263491751089,0.17197192145875204
14.454154089600994,0.18215489968859558,0.17536624753536656
14.588143204715548,0.1837833812381769,0.17817195876963668
14.695215579873175,0.18508399911258783,0.18047597221728706
14.828906434193568,0.18670704617301517,0.18255299686919643
14.935738712194814,0.18800329177899355,0.18436976183912882
15.015792302573354,0.1942234740728751,0.18765433258371092
15.14907972114638,0.1958840606536673,0.19039757527369638
15.255587302626964,0.19721024400670872,0.19266846485136718
15.361985509418643,0.19853438505995483,0.19462377158756308
15.46827377723066,0.19985647433426235,0.19636800583646286
15.600978657430142,0.20150618632600262,0.19808073266630946
15.70701752107622,0.19734190533931298,0.19783445689064397
15.812944640788412,0.19862171183565194,0.19809687520564664
15.89231631974923,0.19958023205300918,0.19859132748810085
16.103663594382688,0.20774540377667117,0.20164268625095763
16.130050093199117,0.20244888952901638,0.20191142067697723
16.235524815186025,0.2037205060154525,0.20251444912313565
16.340885103396996,0.2049900536218798,0.20333965062271706
16.472423741370513,0.20657406603220752,0.2044177890925472
16.577524639585178,0.207838928214407,0.20555816879983382
16.682509412477145,0.20910169466886758,0.20673934408951175
16.761171477083284,0.21004738933418765,0.20784202583773706
16.892128540817858,0.21162090823335963,0.20910165330294458
16.996761886186246,0.212877339494841,0.21036021536691007
17.101277086077427,0.21413164333141943,0.21161735802174653
17.231754191129735,0.21569651972584294,0.21297707858977868
17.33600176266782,0.2169460088723171,0.21430005535062482
17.44012959765256,0.21819334593241518,0.2155978188778883
17.57012028028651,0.21974947963451993,0.2169817057967655
17.673976957800686,0.21485328240469487,0.21627223133274198
17.751789899910662,0.209593350523479,0.21404593772965433
17.855434026698855,0.1859675223892323,0.20468646594951367
17.984817433580705,0.1810133830914185,0.19679543833014862
18.088186198950424,0.1882833261547065,0.19395806760500126
18.21722396108899,0.18956587100627614,0.1924940020720929
18.320315068021483,0.1905898336850215,0.19185927927640245
18.423282046634878,0.19161194754568905,0.19177683536616466
18.526124457098536,0.20547435430105765,0.196342675011129
18.654501633081342,0.22622240198044694,0.20630258400090165
18.757062179213122,0.2274078147497229,0.2133376609171754
18.833899945385568,0.22177271497179898,0.21614934560204996
18.93623977039652,0.2163640568688409,0.21622091602431362
19.063986326602535,0.2177537337006975,0.21673185524977492
19.16604048733828,0.21886314116501646,0.2174422838881888
19.267967018830507,0.219970468138104,0.2182850119714939
19.369765516433535,0.22107570933216208,0.21921524442504997
19.496832981205944,0.22245431977572366,0.22029493620860788
19.59834194507531,0.22355484906000953,0.22138157382574178
19.67438882316325,0.23117822619105538,0.22464712461417966
19.800971527204222,0.23259049233442355,0.22729491385426095
19.902091376457555,0.23371785749378482,0.22943589506743559
20.003080758875516,0.22793589325378935,0.22893589446288684
20.103939300510813,0.22902586198275585,0.22896588363617654
20.305262386697066,0.22419337316470211,0.22737504681235174
20.330390724271194,0.2244562526291224,0.22640211541794197
20.43082150165009,0.21845939770912226,0.2237545428483354
20.556173768240857,0.219728323020529,0.22241246957239993
20.78128440606475,0.21484301180237175,0.21988931698239056
20.856171181255153,0.21557504264528807,0.21845122553668975
21.030613949039477,0.2172788198680365,0.21806042364713868
21.055500777685083,0.2175217249703702,0.2178808574215492
21.154963969578066,0.2112090436173835,0.2156569194868273
21.279103302646135,0.2197023260687663,0.21700538834747365
21.378262652081883,0.2206682720332218,0.21822634957605638
21.4772864430548,0.22163223789149722,0.21936164568120334
21.55146513786293,0.2223539109092398,0.22035906742388217
21.674926103454467,0.21610240931745675,0.21894018138840704
21.773541360030112,0.20954474157732686,0.215808368118047
21.872019832421035,0.21043702137787276,0.2140179192046556
21.970361224384813,0.21132743876889737,0.21312109239273622
22.093094750244454,0.21243783743584851,0.21289334074044033
22.19112664909619,0.2209427709891414,0.21557648415667405
22.289020532681256,0.23715930134379748,0.22277075655238188
22.36235020481429,0.23789226381972217,0.22781125897482865
22.484393141725686,0.24682453922880018,0.23414901905948585
22.581871321032068,0.2555734396743606,0.24129049259777743
22.703523394187282,0.2646486487840188,0.2490765446598579
22.80068821185725,0.2578955087538651,0.2520161993578603
22.897713335484177,0.23538539152112933,0.24647259674561664
22.99459851084611,0.22056374523632216,0.23783631290918517
23.115507796876596,0.21373342680575314,0.2298020175413745
23.212077179500508,0.21456894136975205,0.22472432548416701
23.284411864058853,0.21519437911268305,0.22154767669367237
23.380734782634484,0.20802570834057238,0.2170403539093057
23.500939896604237,0.20902509570288835,0.21436860117383327
23.596944879669728,0.2098226221425248,0.2128532748300638
23.69280818821974,0.21061838386976353,0.2121083111766304
23.788529600102766,0.2114123794240637,0.21187633392577485
23.907981490525696,0.21240238804967837,0.21205168530040935
24.003382842458972,0.21319240465749123,0.21243192508610334
24.074840291533885,0.21378375526229423,0.21288253514483366
24.169991971534607,0.2063179544312763,0.2106943415736479
24.288730524194257,0.21555182635181264,0.2123135031663695
24.383560285988317,0.2080141861704526,0.21088039750106388
24.47824665404516,0.20876529397842594,0.2101753629935179
24.572789437348757,0.2011341061793772,0.20716161072213768
24.690765715416198,0.20203107917849178,0.20545143354092238
24.784984753796397,0.20274681099569064,0.2045498926925118
24.902555777964945,0.212124131513047,0.20707463896602354
24.996450165079576,0.22989510219930573,0.2146814600437843
25.06677609088937,0.23903150832068515,0.22279814280275126
25.18380506362517,0.24006539803341045,0.22855389454630434
25.27726524426884,0.22368389709037054,0.2269305620609931
25.37058036462954,0.2244481418348416,0.22610308865227596
25.463750268281686,0.20788671073920323,0.22003096268125172
25.580008204304377,0.2087641584575587,0.21627536127335406
25.67285081683647,0.20073658608247272,0.2110957695430603
25.765547728768112,0.20140594155508187,0.20786582688040084
25.834974711496724,0.19312836010271275,0.20295333795450482
25.950503888660432,0.1939251361993384,0.19994393736944935
26.04276286424203,0.1857171820792507,0.1952016856060498
26.134875594431723,0.18632256457638152,0.1922419785961604
26.226841951670643,0.18692650466056557,0.19047015395096215
26.341593872466902,0.18767940126276994,0.1895399030548981
26.43323044187674,0.18828009570255877,0.189119967270785
26.524720247314526,0.18887934762360228,0.1890397607217241
26.593241219353533,0.18932783993770852,0.18913578712705226
26.70725911709123,0.19007352412959533,0.18944836612789998
26.798307965194873,0.1815889989671484,0.18682857707431613
26.889209616821258,0.18215422055624625,0.18527045823495952
27.002629534521102,0.1737158755938406,0.1814189306879199
27.093199634029627,0.17424990104241878,0.17902925413941953
27.183622224546713,0.18398170778320402,0.18068007202068104
27.296442892521977,0.1939147633163153,0.18509163578589247
27.386533266414258,0.2037622386185253,0.19131517006343676
27.47647585302416,0.20437416873290729,0.19566816961992695
27.54383576003294,0.20483212640328885,0.1987228218810476
27.655917352212896,0.19624834493672202,0.19789799623293908
27.745416116592963,0.18745537324310524,0.19441712190299448
27.857081321506517,0.17873649730179036,0.18919024703592646
27.946246804672413,0.17925814805468943,0.18587954737551413
28.035264059322976,0.17031647232173144,0.18069185569091992
28.124133026103443,0.16131885997633175,0.17423419045272387
28.235010619276434,0.16189774286000258,0.17012204125515012
28.323545737110074,0.162359542258816,0.16753454158970543
28.38984965134098,0.1627051298274906,0.16592473766896718
28.478124933851383,0.16316489776635287,0.16500479103476243
28.588260148782897,0.16373797654927938,0.16458251953960143
28.676201160253786,0.16419513546501333,0.16445339151473873
28.763993543655644,0.16465113591236977,0.1645193063139491
28.851637264262266,0.1651059786012201,0.16471486374303942
28.960982809754693,0.1559274399856793,0.16178572249058606
29.04829192709735,0.15635307805818982,0.15997484101312065
29.11367614544309,0.14687961844880476,0.15560976682501537
29.2007249253367,0.14727687071219492,0.15283213478740856
29.309326657515022,0.1477720044188589,0.1511454246645587
29.396040628080755,0.16792256260502858,0.15673780397804865
29.48260576967368,0.16836903496333772,0.16061488097314502
29.590602888890842,0.16892550692067396,0.16338508962232134
29.676833127976245,0.1594064854814357,0.16205888824202613
29.76291451121533,0.15982317725637576,0.16131365124680935
29.870306908194426,0.16034252278017858,0.16098994175793244
29.95605336077068,0.1507094859263622,0.15756312314740903
30.02026551438165,0.14093342723590932,0.15201989117690914
30.127099709684234,0.1413843161603004,0.14847469950470624
30.212399621002334,0.14174396775946185,0.14623112225629145
30.297550704575006,0.1421026785116456,0.1448549743414095
30.38255297440457,0.14246044932710417,0.14405679933664106
30.488596567857606,0.1326987465831389,0.14027078175214036
30.573264071250097,0.13302900171446427,0.137856855072915
30.657782824069628,0.13335838690072777,0.13635736568218593
30.7210742859473,0.13360485543588058,0.1354398622667508
30.8263741796936,0.12370573947061714,0.13152848800137293
30.91044683956324,0.1240073833512282,0.12902145311799137
30.994370862953353,0.1243082276474628,0.12745037796114853
31.07814628452678,0.12460827325329223,0.12650300972519643
31.182656646909408,0.12498220848532385,0.12599607597857224
31.266097853630743,0.12528046037402552,0.12575753744372334
31.390981291591064,0.1362035421225169,0.1292395390033212
31.411762730186304,0.13628386103367646,0.13158764634677295
31.515530820088518,0.13668464948291836,0.13328664739215476
31.598378414844795,0.12646552052680204,0.1310129384370372
31.70172939679049,0.12683325070127618,0.12961970919178353
31.784243439391627,0.11653266656917534,0.12525736165091414
31.866609327523534,0.11680079622875324,0.12243850651019385
31.948827120333803,0.1064256391461534,0.11710088405551371
32.051391196011586,0.10672858779325936,0.1136434519680956
32.13327600211276,0.10697020957413353,0.11141903783677491
32.194592551608146,0.10715099649325908,0.1099963573889363
32.27621859887807,0.10739147387969394,0.10912806288585553
32.37804336968917,0.10769115285449259,0.10864909287540121
32.459337044082304,0.1079301629384793,0.10840944956309392
32.54048311745334,0.09735167014144684,0.10472352308921157
32.621481666784625,0.1084062321075712,0.10595109276199811
32.72252251840931,0.09783221133672025,0.10324479895357216
32.80318943085758,0.09804483752595215,0.10151147847769884
32.92391371451686,0.09836268589472734,0.10046188095004167
32.944002235750844,0.0984155335240042,0.09977976514136253
33.044306955502215,0.0986792277841937,0.09941291935563959
33.12438535179761,0.10987725706553345,0.10290103192560422
33.20431684324716,0.11011028499155705,0.10530411628092183
33.304024765406496,0.09936060084682685,0.10332294446955684
33.38362606614336,0.09956902778628383,0.10207163890846585
